,timestamp
567,1778013410811916008
568,1778013410839912360
569,1778013410871928989
570,1778013410903961860
571,1778013410935972415
572,1778013410964022026
573,1778013410995981989
574,1778013411027964119
575,1778013411059958915
576,1778013411087918563
577,1778013411119939341
578,1778013411151939267
579,1778013411179924211
580,1778013411211895156
581,1778013411243907804
582,1778013411275937878
583,1778013411303920008
584,1778013411335905656
585,1778013411367930174
586,1778013411399938952
587,1778013411427905100
588,1778013411459931267
589,1778013411491959433
590,1778013411523950989
591,1778013411551955230
592,1778013411583964081
593,1778013411615791230
594,1778013411644281989
595,1778013411676038192
596,1778013411708130507
597,1778013411740093285
598,1778013411768087155
599,1778013411800062137
600,1778013411832063804
601,1778013411864049544
602,1778013411892050248
603,1778013411924096692
604,1778013411956107433
605,1778013411988069044
606,1778013412016065470
607,1778013412048043248
608,1778013412080051674
609,1778013412108049859
610,1778013412140062637
611,1778013412172078359
612,1778013412204141026
613,1778013412232182655
614,1778013412264189563
615,1778013412296169025
616,1778013412327982396
617,1778013412355839544
618,1778013412387702803
619,1778013412419609655
620,1778013412451549136
621,1778013412479476840
622,1778013412511448822
623,1778013412543389525
624,1778013412572022229
625,1778013412603626988
626,1778013412635612414
627,1778013412667745525
628,1778013412695912933
629,1778013412727934859
630,1778013412759921562
631,1778013412791942044
632,1778013412819966544
633,1778013412851941266
634,1778013412884016970
635,1778013412916061784
636,1778013412944018840
637,1778013412976013266
638,1778013413007982041
639,1778013413039991230
640,1778013413067964374
641,1778013413099920597
642,1778013413132029292
643,1778013413160037887
644,1778013413192011531
645,1778013413223984268
646,1778013413255921461
647,1778013413283914265
648,1778013413315912439
649,1778013413347892044
650,1778013413379974191
651,1778013413408000503
652,1778013413439973092
653,1778013413471921726
654,1778013413500396360
655,1778013413531953413
656,1778013413564034560
657,1778013413596011740
658,1778013413623941564
659,1778013413655890124
660,1778013413688167728
661,1778013413720132782
662,1778013413747984834
663,1778013413780039453
664,1778013413811971055
665,1778013413844084007
666,1778013413872088122
667,1778013413904011079
668,1778013413936036373
669,1778013413968007518
670,1778013413995966815
671,1778013414027836155
672,1778013414059840956
673,1778013414087702405
674,1778013414119482772
675,1778013414151490313
676,1778013414183569296
677,1778013414211541879
678,1778013414243382913
679,1778013414275283578
680,1778013414307263424
681,1778013414335144237
682,1778013414367022816
683,1778013414399003754
684,1778013414427550279
685,1778013414459110192
686,1778013414491138283
687,1778013414523232483
688,1778013414551246794
689,1778013414583351622
690,1778013414615396559
691,1778013414647557536
692,1778013414675629626
693,1778013414707552803
694,1778013414739648244
695,1778013414771681129
696,1778013414799550298
697,1778013414831506484
698,1778013414863491217
699,1778013414895454789
700,1778013414923540413
701,1778013414955484065
702,1778013414987400429
703,1778013415015399018
704,1778013415047387562
705,1778013415079395767
706,1778013415111379756
707,1778013415139504775
708,1778013415171488469
709,1778013415203506264
710,1778013415235762307
711,1778013415263676774
712,1778013415295708787
713,1778013415327828258
714,1778013415360032520
715,1778013415387580847
716,1778013415419486784
717,1778013415451425674
718,1778013415479442205
719,1778013415511410273
720,1778013415543387765
721,1778013415575411299
722,1778013415603399578
723,1778013415635307107
724,1778013415667307481
725,1778013415699278400
726,1778013415727325052
727,1778013415759310615
728,1778013415791287477
729,1778013415823265820
730,1778013415851213851
731,1778013415883248956
732,1778013415915255292
733,1778013415943204267
734,1778013415975192589
735,1778013416007179302
736,1778013416039130908
737,1778013416067121227
738,1778013416099182267
739,1778013416131182472
740,1778013416163157147
741,1778013416191097108
742,1778013416223126305
743,1778013416255125214
744,1778013416287760143
745,1778013416315131011
746,1778013416347093984
747,1778013416379085192
748,1778013416407068049
749,1778013416439064384
750,1778013416471077104
751,1778013416503063813
752,1778013416531074718
753,1778013416563091456
754,1778013416595057373
755,1778013416627071908
756,1778013416655029531
757,1778013416687027051
758,1778013416719032218
759,1778013416751026757
760,1778013416778991989
761,1778013416811019965
762,1778013416842991233
763,1778013416874995344
764,1778013416902994938
765,1778013416934998530
766,1778013416966982850
767,1778013416994980648
768,1778013417026973282
769,1778013417059152925
770,1778013417091310240
771,1778013417119292588
772,1778013417151305882
773,1778013417183305457
774,1778013417215678664
775,1778013417243125568
776,1778013417275092466
777,1778013417307067196
778,1778013417339152436
779,1778013417367082259
780,1778013417399160741
781,1778013417431212952
782,1778013417459151681
783,1778013417491118801
784,1778013417523090550
785,1778013417555106159
786,1778013417583117759
787,1778013417615067272
788,1778013417647062608
789,1778013417679071144
790,1778013417707102239
791,1778013417739094094
792,1778013417771103167
793,1778013417803232693
794,1778013417831030641
795,1778013417862847390
796,1778013417894604803
797,1778013417922641970
798,1778013417954591817
799,1778013417986580266
800,1778013418018539367
801,1778013418046437308
802,1778013418078281182
803,1778013418110215000
804,1778013418143075421
805,1778013418170465810
806,1778013418202487922
807,1778013418234577426
808,1778013418266682112
809,1778013418294834346
810,1778013418326851589
811,1778013418358800254
812,1778013418386769086
813,1778013418418857924
814,1778013418450797202
815,1778013418482735426
816,1778013418510859056
817,1778013418542952670
818,1778013418574863844
819,1778013418606956403
820,1778013418635045022
821,1778013418667003241
822,1778013418698932041
823,1778013418731016546
824,1778013418759004837
825,1778013418790842991
826,1778013418822901224
827,1778013418851207719
828,1778013418882989627
829,1778013418914838852
830,1778013418946606392
831,1778013418974477006
832,1778013419006384415
833,1778013419038180198
834,1778013419071049160
835,1778013419098573225
836,1778013419130529085
837,1778013419162416812
838,1778013419194582053
839,1778013419222447675
840,1778013419254441435
841,1778013419286680808
842,1778013419314604992
843,1778013419346422955
844,1778013419378467630
845,1778013419410570903
846,1778013419438521396
847,1778013419470489216
848,1778013419502385589
849,1778013419534301420
850,1778013419562391661
851,1778013419594418062
852,1778013419626602984
853,1778013419658780056
854,1778013419686954149
855,1778013419718937078
856,1778013419750758263
857,1778013419782765241
858,1778013419810828784
859,1778013419842692460
860,1778013419874573114
861,1778013419902484708
862,1778013419934477690
863,1778013419966477855
864,1778013419998730633
865,1778013420026300995
866,1778013420058353096
867,1778013420090331970
868,1778013420122370055
869,1778013420150380798
870,1778013420182353248
871,1778013420214327994
872,1778013420246360265
873,1778013420274303189
874,1778013420306294487
875,1778013420338256402
876,1778013420366290103
877,1778013420398453200
878,1778013420430602282
879,1778013420462615260
880,1778013420490554388
881,1778013420522512693
882,1778013420554508657
883,1778013420586498511
884,1778013420614468706
885,1778013420646457838
886,1778013420678495923
887,1778013420710452024
888,1778013420738421720
889,1778013420770481616
890,1778013420802533013
891,1778013420830446035
892,1778013420862433408
893,1778013420894715925
894,1778013420926958173
895,1778013420954517747
896,1778013420986541428
897,1778013421018507825
898,1778013421050503115
899,1778013421078458608
900,1778013421110457287
901,1778013421142415621
902,1778013421174393155
903,1778013421202382846
904,1778013421234406372
905,1778013421266361095
906,1778013421294401610
907,1778013421326422154
908,1778013421358377063
909,1778013421390357727
910,1778013421418325625
911,1778013421450299234
912,1778013421482289303
913,1778013421514284945
914,1778013421542272951
915,1778013421574254262
916,1778013421606261680
917,1778013421638257433
918,1778013421666239588
919,1778013421698220455
920,1778013421730237926
921,1778013421758218988
922,1778013421790074009
923,1778013421821849636
924,1778013421854448221
925,1778013421882083163
926,1778013421914054106
927,1778013421946046304
928,1778013421978028745
929,1778013422006046272
930,1778013422038016183
931,1778013422069990278
932,1778013422102118550
933,1778013422130251766
934,1778013422162265077
935,1778013422194258891
936,1778013422222251390
937,1778013422254303750
938,1778013422286288954
939,1778013422318262939
940,1778013422346292062
941,1778013422378253456
942,1778013422410237086
943,1778013422442201776
944,1778013422470203570
945,1778013422502193219
946,1778013422534181663
947,1778013422566151630
948,1778013422594139741
949,1778013422626142628
950,1778013422658141645
951,1778013422690146605
952,1778013422718306131
953,1778013422750449604
954,1778013422782623813
955,1778013422810319420
956,1778013422842286943
957,1778013422874278146
958,1778013422906270479
959,1778013422934291492
960,1778013422966269698
961,1778013422998284286
962,1778013423030256475
963,1778013423058266780
964,1778013423090251947
965,1778013423122242132
966,1778013423154271700
967,1778013423182255787
968,1778013423214228160
969,1778013423246228714
970,1778013423274228132
971,1778013423306215003
972,1778013423338225185
973,1778013423370237496
974,1778013423398214232
975,1778013423430202084
976,1778013423462083676
977,1778013423493892706
978,1778013423521757035
979,1778013423553600133
980,1778013423585501407
981,1778013423617487593
982,1778013423645506545
983,1778013423677492453
984,1778013423709975946
985,1778013423737741809
986,1778013423769723662
987,1778013423801845215
988,1778013423833977080
989,1778013423861988237
990,1778013423893984069
991,1778013423925990770
992,1778013423958001934
993,1778013423985985021
994,1778013424018010388
995,1778013424049983553
996,1778013424081979457
997,1778013424109981885
998,1778013424141985250
999,1778013424174014259
1000,1778013424202008781
1001,1778013424233993186
1002,1778013424266014918
1003,1778013424298003045
1004,1778013424325985291
1005,1778013424357992063
1006,1778013424389976875
1007,1778013424421969223
1008,1778013424449977835
1009,1778013424481994476
1010,1778013424513989268
1011,1778013424545974747
1012,1778013424573978638
1013,1778013424606161957
1014,1778013424638242384
1015,1778013424665973650
1016,1778013424697974349
1017,1778013424729948940
1018,1778013424761947732
1019,1778013424789937625
1020,1778013424821957284
1021,1778013424853968333
1022,1778013424885972549
1023,1778013424914007380
1024,1778013424946004079
1025,1778013424978013832
1026,1778013425009998050
1027,1778013425037999193
1028,1778013425070000886
1029,1778013425102025835
1030,1778013425130024887
1031,1778013425161990585
1032,1778013425194036550
1033,1778013425226004803
1034,1778013425253984839
1035,1778013425286019194
1036,1778013425318059603
1037,1778013425350070017
1038,1778013425377912628
1039,1778013425409760955
1040,1778013425441592839
1041,1778013425473428964
1042,1778013425501297238
1043,1778013425533217887
1044,1778013425565798163
1045,1778013425597472792
1046,1778013425625463234
1047,1778013425657529806
1048,1778013425689633318
1049,1778013425717831822
1050,1778013425749884748
1051,1778013425781887552
1052,1778013425813967123
1053,1778013425842017778
1054,1778013425873949000
1055,1778013425905919438
1056,1778013425937934185
1057,1778013425965876689
1058,1778013425997878474
1059,1778013426029856825
1060,1778013426061843884
1061,1778013426089936139
1062,1778013426121890092
1063,1778013426153882743
1064,1778013426181902341
1065,1778013426213885975
1066,1778013426245836632
1067,1778013426277818433
1068,1778013426305854103
1069,1778013426337870269
1070,1778013426369851274
1071,1778013426401921600
1072,1778013426429903685
1073,1778013426461994804
1074,1778013426494446652
1075,1778013426526079278
1076,1778013426554019924
1077,1778013426586036720
1078,1778013426618078124
1079,1778013426646088983
1080,1778013426678085059
1081,1778013426710158329
1082,1778013426742124965
1083,1778013426770066981
1084,1778013426801948814
1085,1778013426833930263
1086,1778013426865991053
1087,1778013426894029464
1088,1778013426925963660
1089,1778013426957738655
1090,1778013426989549646
1091,1778013427017645360
1092,1778013427049657003
1093,1778013427081600228
1094,1778013427109627471
1095,1778013427141590083
1096,1778013427173466077
1097,1778013427205393212
1098,1778013427233298507
1099,1778013427265226679
1100,1778013427297205307
1101,1778013427329177937
1102,1778013427357129652
1103,1778013427389173383
1104,1778013427421702608
1105,1778013427453320486
1106,1778013427481295199
1107,1778013427513360131
1108,1778013427545445542
1109,1778013427573557275
1110,1778013427605678700
1111,1778013427637714876
1112,1778013427669670359
1113,1778013427697691955
1114,1778013427729763516
1115,1778013427761649453
1116,1778013427793664169
1117,1778013427821657139
1118,1778013427853664948
1119,1778013427885667500
1120,1778013427917565953
1121,1778013427945579550
1122,1778013427977561141
1123,1778013428009523527
1124,1778013428037537051
1125,1778013428069617051
1126,1778013428101672351
1127,1778013428133584020
1128,1778013428161550605
1129,1778013428193746036
1130,1778013428225756527
1131,1778013428257730558
1132,1778013428285872974
1133,1778013428317867874
1134,1778013428350124464
1135,1778013428381738354
1136,1778013428409734509
1137,1778013428441695135
1138,1778013428473705940
1139,1778013428505686879
1140,1778013428533746267
1141,1778013428565730427
1142,1778013428597699460
1143,1778013428625697781
1144,1778013428657764358
1145,1778013428689795605
1146,1778013428721708700
1147,1778013428749727908
1148,1778013428781652668
1149,1778013428813742130
1150,1778013428845760527
1151,1778013428873745443
1152,1778013428905716956
1153,1778013428937677897
1154,1778013428969602490
1155,1778013428997687394
1156,1778013429029611834
1157,1778013429061588770
1158,1778013429089578784
1159,1778013429121563997
1160,1778013429153424429
1161,1778013429185323375
1162,1778013429213142833
1163,1778013429245018855
1164,1778013429277801720
1165,1778013429309287694
1166,1778013429337269930
1167,1778013429369498746
1168,1778013429401638405
1169,1778013429433611121
1170,1778013429461588765
1171,1778013429493595495
1172,1778013429525585541
1173,1778013429553652657
1174,1778013429585567101
1175,1778013429617568313
1176,1778013429649586560
1177,1778013429677587646
1178,1778013429709580433
1179,1778013429741579534
1180,1778013429773580431
1181,1778013429801579888
1182,1778013429833542030
1183,1778013429865533113
1184,1778013429897552101
1185,1778013429925542411
1186,1778013429957545511
1187,1778013429989549427
1188,1778013430017558086
1189,1778013430049561207
1190,1778013430081536387
1191,1778013430113548526
1192,1778013430141589618
1193,1778013430173607015
1194,1778013430206274548
1195,1778013430237662956
1196,1778013430265551657
1197,1778013430297585664
1198,1778013430329578471
1199,1778013430361573278
1200,1778013430389531268
1201,1778013430421535723
1202,1778013430453506440
1203,1778013430481496501
1204,1778013430513480031
1205,1778013430545482189
1206,1778013430577460535
1207,1778013430605481463
1208,1778013430637449588
1209,1778013430669456690
1210,1778013430701457626
1211,1778013430729461704
1212,1778013430761446438
1213,1778013430793470075
1214,1778013430825508452
1215,1778013430853479589
1216,1778013430885490394
1217,1778013430917500663
1218,1778013430945494409
1219,1778013430977476439
1220,1778013431009467706
1221,1778013431041486480
1222,1778013431069471558
